author,comment,published_at
@meyomix2816,female magneto lmfao,2024-04-22T18:13:54Z
@Haulinbassracing,RDS FSU 2002,2024-04-22T18:13:54Z
@jeffreyjimenez7223,Got goosebumps,2024-04-22T18:13:51Z
@user-zv5mb4yt5u,Where&#39;s wolverines mask!,2024-04-22T18:13:44Z
@luckystudent00,Dont leave out that The Wolverine is in fact a member of The Fantastic Four but Marvel doesnt want to acknowledge it,2024-04-22T18:13:44Z
@Bharat_Maru,Let&#39;s fuckin go 🔥🔥,2024-04-22T18:13:28Z
@devinthedirector7711,Chills. LETS FUXKING GO!,2024-04-22T18:13:22Z
@jacobdominguez7808,😍😍😍,2024-04-22T18:13:13Z
@advokate5872,Man i hope they&#39;re saving a few villians from trailers and its more thsn just cassandra💀💀,2024-04-22T18:13:08Z
@Jmw7fitness,Lfg,2024-04-22T18:12:51Z
@po5511,"<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=34"">0:34</a> that&#39;s an incursion so the portal at the end is what saves them from a total world collapse, but before that they have to get rid of Cassandra Nova, since she&#39;s probably the one to cause that incursion in the first place. So he&#39;s a time merc now lol",2024-04-22T18:12:34Z
@taaaj____,I like when deadpool begging to wolverine 😮😮😅,2024-04-22T18:12:32Z
@GameHustler45,Oh man ❤❤❤❤ noice,2024-04-22T18:12:06Z
@SharadSoren,Let&#39;s fckin GO 🔥🔥,2024-04-22T18:11:56Z
@mopar_keys,Bolivian marching powder is wild 😂😂😂😂,2024-04-22T18:11:50Z
@deltagoonz992,Where the mask!!!!!,2024-04-22T18:11:51Z
@Marekaxz,Yooo! That portal! Doctor strange?,2024-04-22T18:11:48Z
@kellybults8248,Looks bad and i like deadpool and wolverine,2024-04-22T18:11:38Z
@PrataryGaming,Nice trailer,2024-04-22T18:11:28Z
@J_needs_more_golf,Hmmm....Dr.Strange might be in this one. That portal looks familiar.,2024-04-22T18:11:16Z
@BenjatIsufi,Female Professor X.,2024-04-22T18:11:07Z
@B-Dad,Really looking like this movie will be ok but not great. Shame. So much potential but to fit in a broken world you have to break yourself I guess 🤷🏾‍♂️👍🏾,2024-04-22T18:10:40Z
@tntTom174,I hope this gonna be good.,2024-04-22T18:10:39Z
@marycha900,Iconic duo ❤,2024-04-22T18:10:37Z
@UrSammich,This is the team up we&#39;ve been dying to see properly done. Thank you Ryan,2024-04-22T18:10:29Z
@dragspread,Are we ok now that we know Wolverine’s suit shows his arms?,2024-04-22T18:10:26Z
@AirborneAnt,Can’t wait for this one!!!!!,2024-04-22T18:10:22Z
@lastson5014,"<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=112"">1:52</a> anyone notices that’s Giant Man’s corpse ?",2024-04-22T18:10:22Z
@cotillion,Liefields Just Feet lulz,2024-04-22T18:10:07Z
@wigglygiggly650,"After Guardians 3 they&#39;re like &quot;okay, how many f-bombs can we fit in a single movie&quot; xD",2024-04-22T18:10:03Z
@user-yo1ee1ni7p,Bascially Big meeks and Roy keane movie,2024-04-22T18:09:50Z
@TheTrueMorse64,"“Do you want to build a snowman?”<br>“YES, but I can’t!”<br>Ok that got me!!! 😂😂😂😂😂😂😂😂😂😂",2024-04-22T18:09:43Z
@kartikbidlan6196,That&#39;s call the real marvel movie...now we proudly says that...marvel is back...,2024-04-22T18:09:34Z
@derekmcfadyen127,Take my FUKIN MONEY,2024-04-22T18:09:33Z
@EldritchUniverse,The most interesting thing to me is the Alioth scene. I wonder if they will use it as a time-eating device like they did in Loki or if they will create more backstory for it.,2024-04-22T18:09:30Z
@enzolz8821,ryan reynolds is secretly the 80 year old blind woman!!,2024-04-22T18:09:25Z
@locadoratelaogames,❤,2024-04-22T18:09:12Z
@Sehrukh,"I haven&#39;t watched literally anything about DP3, no teaser, no poster, no trailer, nothing.<br>I don&#39;t want any spoilers",2024-04-22T18:08:52Z
@thopsarizone6899,Super hit,2024-04-22T18:08:47Z
@Mr_muscle_man72,It’s a travesty that Hugh jackmans wolverine was stuck in exclusively ugly leather body suits and tank tops for 2 decades,2024-04-22T18:08:44Z
@kuroki8630,Sooo the main villain is Charles Xavier twin sister? I forgot who she was called.,2024-04-22T18:08:29Z
@nickchalk,i want this to be 5 hours long,2024-04-22T18:08:29Z
@Riley-ub2tf,I like DP’s new gold guns,2024-04-22T18:07:54Z
@Lancersilva,Remember when Deadpool started out with a small budget snd not even clear how it connected to the rest of the xmen? Crazy to think that now it’s the only MCU project coming out this year.,2024-04-22T18:07:53Z
@cyberhiki,"<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=71"">1:11</a>",2024-04-22T18:07:50Z
@JTAEKOOK4EVRR,Is that Charles Xavier&#39;s sister????,2024-04-22T18:07:42Z
@nishant1224,Really excited,2024-04-22T18:07:35Z
@crognard1241,lets f****n go,2024-04-22T18:07:15Z
@GhostsChannel,This looks so good 🥹,2024-04-22T18:07:04Z
@matt_tron1014,"<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=112"">1:52</a> I see Lady Deathstrike",2024-04-22T18:06:58Z
@JoeyAGamer,OH MY GOD THE HYPE IS SO REAL.,2024-04-22T18:06:56Z
@cgonz,LFG FOLKS!!!,2024-04-22T18:06:49Z
@enzolz8821,omg ryan reynolds!!!!!!,2024-04-22T18:06:44Z
@uzi_2.057,I really hope  wolverine wears the mask in some point in the movie that&#39;ll be dope,2024-04-22T18:06:40Z
@Hadi_M_,"In a word, Shet is wonderful💛❤",2024-04-22T18:06:10Z
@shanerenfrow3275,"THE REFERENCES!!! Doctor Strange, Ant-man, Loki S1",2024-04-22T18:06:04Z
@adamhigh9884,Leifeld&#39;s Just Feet was hilarious.,2024-04-22T18:05:52Z
@desmenkenlock,I wanna guess that wolverine and hulk might clash for sec..,2024-04-22T18:05:43Z
@CandyFlip177,What does LFG mean ?,2024-04-22T18:05:33Z
@MsSpid3r,"Ok i just saw<br><br>1.- Ant man Skull rebuild as a cassandra nova&#39;s base.<br>2.- Red Skull&#39;s car from the first avenger movie.<br>3.- TVA and Alioth from loki<br>4.- Dr Strange&#39;s portal <br>5.- Lady Deathstrike, Pyro and Azazel<br><br>And pretty raw fight between deadpool and logan. Im sold.",2024-04-22T18:05:33Z
@Kyle-wb7wx,They had me at “You were THE X-man.” That’s what we called him when we were kids.,2024-04-22T18:05:11Z
@NPCMii,Music sucks!,2024-04-22T18:04:50Z
@fuvvanfuvopo1705,"Our prayers has been answered, thank you marvel Jesus. LFG. 🤩",2024-04-22T18:04:39Z
@JocasToy,this is amazing!!!,2024-04-22T18:04:32Z
@p3ntuk_BrawlStars,LFG!!!,2024-04-22T18:04:27Z
@brocolee8373,I knew I saw the overseer from somewhere,2024-04-22T18:04:20Z
@Jordh_media,"<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=112"">1:52</a> is that mephisto? ahah",2024-04-22T18:04:13Z
@jlarrybrewer1149,Are we finally going to see the iconic Wolverine mask?,2024-04-22T18:04:02Z
@Fodzero11,Legendary!❤️‍🔥,2024-04-22T18:02:56Z
@kuola_bear9357,LFG,2024-04-22T18:02:55Z
@robertbarnes1828,"I wonder if them jumping through the portal at the end, will be them entering the MCU.",2024-04-22T18:02:48Z
@AslomUllah,The sleeves came off!!!!!!,2024-04-22T18:02:45Z
@ervincarrera8045,"<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=70"">1:10</a> Does anyone know the name of the background music?",2024-04-22T18:02:37Z
@NathanTheMovieNerd,"&quot;This film is not yet rated.&quot; Yeah, as if we don&#39;t already know this is going to be R.",2024-04-22T18:02:33Z
@chirayugupta7698,Let&#39;s Fuckin GO!!!!!!!!!!!!!!!!!!,2024-04-22T18:02:12Z
@shankarrajan9268,LFG 😎,2024-04-22T18:02:10Z
@Latexghost,Absolutly stunning. 😁,2024-04-22T18:01:59Z
@nurunnaharnijhum8579,Hugh Jackman!!!!!<br>all time favorite!!!!!!!!,2024-04-22T18:01:59Z
@Taesian,Tom Brady watching this somewhere contemplating coming out of retirement.,2024-04-22T18:01:56Z
@liljdub08,This didn’t say what the movie was actually about though,2024-04-22T18:01:24Z
@bandilexulu2296,Who would ever thought those two would actually team up,2024-04-22T18:00:48Z
@307180740,Pretty boring trailer. Didnt finish watching 😂,2024-04-22T18:00:49Z
@rafacorella3825,Yes wolverine vs deadpool 😆😆👊,2024-04-22T18:00:08Z
@caderoster8333,Is that Cassandra X?!?,2024-04-22T18:00:07Z
@testfire3000,Amazing!  I am so ready for this.,2024-04-22T17:59:57Z
@JParker3327,Only watched it for wolverine,2024-04-22T17:59:55Z
@themetalchica,The Spider-Man No Way Home jump of the two of them in Spidey-swinging poses through a DOCTOR STRANGE PORTAL IS <b>EPIC</b> and yo--is the bald woman a young Sorcerer Supreme from the original Strange movie?!,2024-04-22T17:59:55Z
@teachermuriloternes9322,WHITE GIRL INTERRUPTED,2024-04-22T17:59:55Z
@matthewcs490,"<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=114"">1:54</a> GHOST RIDER CAMEO???!!!!",2024-04-22T17:59:42Z
@adamkalb1,"I am looking very forward to Deadpool &amp; Wolverine because now we can celebrate Hugh Jackman&#39;s 10th movie on his Wolverine punch card! This also counts his cameos in X-Men: First Class and X-Men: Apocalypse, which believe it or not, are both directly tied to his role as a main character in X-Men: Days of Future Past, in ways you might not have noticed at first. At last, his ten-movie punch card for playing Wolverine is complete! April 22, 2024, 1:59pm",2024-04-22T17:59:38Z
@Realrachitsingh,"<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=56"">0:56</a> I felt it through the screen",2024-04-22T17:59:37Z
@trenauldo,Ok… cursing and gore. I’m sold. I’ll spend theater money to see this one.,2024-04-22T17:59:11Z
@geokakabadze7546,"This trailer not only saved everything, but it revived the entire MCU",2024-04-22T17:59:10Z
@sliverwind1309,Let&#39;s see if this movie breaks even please do get you hopes up <br>Note we both know marvel need to get a w soon,2024-04-22T17:59:04Z
@ohiogrovechannel,Liefield&#39;s Just Feet... BWAHAHAHAHAHA,2024-04-22T17:58:53Z
@wizardmari3497,Yessir nice video,2024-04-22T17:58:51Z
@shredderorokusaki3013,CANT WAIT!,2024-04-22T17:58:47Z
@chrism3526,LFG!!!,2024-04-22T17:58:45Z
@nameredactedmessageretract7225,This makes me happier than I&#39;ve been in quite a while.,2024-04-22T17:58:42Z
@steffaney2012,Let&#39;s effin go,2024-04-22T17:58:13Z
@rdr_edits_26,Oh man this is crazy 🤩🤯,2024-04-22T17:58:12Z
@Hondoku,I can&#39;t wait for this movie,2024-04-22T17:57:57Z
@dbdbdb12345,WOLERINE - THE X_MEN  !!!! no f*<b>*</b> doubt 😍😍😍😍,2024-04-22T17:57:15Z
@ianfoster6492,Trailer looks decent. But with marvel&#39;s recent flop count. Im not holding my breath for it to be decent,2024-04-22T17:57:11Z
@DavidMalcolm,"Oh thank goodness, Marvel remembered how to make a good movie again!",2024-04-22T17:57:07Z
@HelloTardis,"Congrats guys, that’s an easy billion dollar weekend. Might hit 2😂 I’m not even joking, It really could!",2024-04-22T17:57:05Z
@franvm919,ANTMAN&#39;S SKULL? HAHAHAHA,2024-04-22T17:57:00Z
@kanaliaart8724,Thank You Ryan,2024-04-22T17:56:47Z
@basupallab91,omg! Can&#39;t Wait!!! I&#39;m so excited!! &lt;3,2024-04-22T17:56:40Z
@mdmijan4463,Just mind blowing 😳💝,2024-04-22T17:56:35Z
@stevenorellana7433,It’s the like a prayer song for me 😭😩,2024-04-22T17:56:33Z
@kanaliaart8724,"I love this, I love how much work is putten here and omg I&#39;m dead right now xD",2024-04-22T17:56:29Z
@EndeavorsDnB,🥰,2024-04-22T17:56:07Z
@adrianrobison,"While I love Deadpool and will be watching this, movies like this are poison for the genre because studio executives and their pea brains say to themselves “The audience likes jokes, make every movie silly.”  No:  Only Deadpool can get away with this.  Keep silly characters silly, keep serious characters serious, and we will be fine moving forward, it’s not hard.",2024-04-22T17:55:58Z
@PhoenixPlayer404,That last bit was the best one,2024-04-22T17:55:24Z
@xxtimberxwolfxx,<b>Insert Jonah Hill screaming meme here</b>,2024-04-22T17:55:14Z
@adriannn1180,This will be a GOOD One... i just have to thank ya for creating this one...! Will Truly be amazing and might just beat No Way Home... if it does then its the best movie since Endgame! Love it cant wait!,2024-04-22T17:54:48Z
@boyygin75,"I don&#39;t know, I seemed to stop watching after the starting scene in Marvel where Angelina Jolie brushes her hand across a wound on another superhero who can fly and instantly heals. Didn&#39;t make sense to watch it anymore. Hopefully it&#39;s not insanely stupid like that",2024-04-22T17:54:34Z
@ustherein,This is how they introduce the X-Men…😂,2024-04-22T17:54:26Z
@geoffreybassett6741,Help! I can&#39;t stop watching !,2024-04-22T17:54:15Z
@Richey24,"I&#39;m confused as to the timeline here. Deadpool&#39;s girlfriend was dead in the second one, does this take place in between?",2024-04-22T17:54:15Z
@armenroar,Wolverine&#39;s CGI muscles got me😂,2024-04-22T17:54:11Z
@Alf-gm7tf,"<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=122"">2:02</a> magneto!?",2024-04-22T17:54:09Z
@rhomai,definitely not going,2024-04-22T17:53:47Z
@jorgeluismarchesini6482,ABSOLUTE CINEMA ! 🙌,2024-04-22T17:53:31Z
@L00ww,YES YES YES!!!!,2024-04-22T17:53:09Z
@anshmishra3066,what all movies to watch before this<br>please guide,2024-04-22T17:52:59Z
@ryanjackson1143,"<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=65"">1:05</a> Logan is still not in the mood for over serialized drama or team building recruitment pitches",2024-04-22T17:52:46Z
@TheTraumaKing,2 billion opening weekend easy,2024-04-22T17:52:33Z
@rakibhasan_,F I N A L L Y !,2024-04-22T17:52:28Z
@DAN__GOO,YES,2024-04-22T17:52:22Z
@ITZ_HK07,Yasssss,2024-04-22T17:52:20Z
@HyperDragonX,Is thats Dr. X sister?,2024-04-22T17:52:00Z
@jerico5660,"Ahh, Marv.... Disney getting out of their own way. Even Rated R with Rhett and Ryan as writers. Can&#39;t wait. 🎉",2024-04-22T17:52:00Z
@Supreme447,😱😱😱😱😱,2024-04-22T17:51:35Z
@samsonbrand4041,Wish the phoenix vs scarlet witch rumor was true but looks like it&#39;s not :(,2024-04-22T17:51:28Z
@Supreme447,😱😱😱😱,2024-04-22T17:51:28Z
@misakikazumi6292,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,2024-04-22T17:51:26Z
@moderateextremisttoysoldier,The way Wolverine rested his head against the gun barrel and did a depressive smile almost brought tears to my eyes. I definitely have to know what happened!!,2024-04-22T17:51:25Z
@PapaCologne,"&quot;There&#39;s nothing like coming together&quot; might very well be one of the most fittingly hilarious + brilliant tag lines I&#39;ve ever seen in a movie trailer. It&#39;s so on-brand, I love it.",2024-04-22T17:51:22Z
@skipaday162,LFG...what else is there to say,2024-04-22T17:51:20Z
@slayer-stevkan5430,Alright but where the mask at tho,2024-04-22T17:51:21Z
@chompytoyland7764,Deadpool vs Wolverines or <b>*****</b> Team Up Let Go,2024-04-22T17:51:10Z
@chidieberenwadike4165,Never stops breathing the fourth wall 😂,2024-04-22T17:50:56Z
@anthonythecameraman5951,“Hi peanut” is new way of greeting someone rn,2024-04-22T17:50:52Z
@danielahrendt4165,Tuned in,2024-04-22T17:50:47Z
@juegamatutejuega3935,Bolivia 😮,2024-04-22T17:50:47Z
@AnirudhDey,m gonna fuckn cry,2024-04-22T17:50:44Z
@mirhussain6042,Not good,2024-04-22T17:50:43Z
@gussemke,Heeey! TVA Battons!,2024-04-22T17:50:25Z
@dineshsinghkshatri6573,"I&#39;m all up for Ryan Reynolds Deadpool which is free from Disney&#39;s pandering but, why am I not getting any hype or expectations from the trailer",2024-04-22T17:50:03Z
@reneetoller8570,Alioth! 😮 I just know this movie is going to be awesomeeeeee! LFG!!!,2024-04-22T17:49:56Z
@HelloTardis,SLEEVELESS FTWWWWWW,2024-04-22T17:49:35Z
@UltraAge,If you made more movies like this maybe you wouldn’t have lost Disney Billions over the last 5 years.,2024-04-22T17:49:24Z
@leejohnsolda2482,OMG OMG OMG OMG OMG OMG 🎉 THE CANADIANS ARE TAKING OVER THE SUMMER! 🇨🇦🇨🇦🇨🇦🇨🇦🇨🇦 🫡🫡🫡🫡🫡,2024-04-22T17:49:19Z
@chaoticmuffin1538,Wait... the villian is a variant of the Ancient One from Dr Strange???,2024-04-22T17:48:54Z
@ianclark8266,Lefields “just feet”….,2024-04-22T17:48:52Z
@omargrand55,"this is so Loki dependent, do people who didn&#39;t watch Loki even get it?",2024-04-22T17:48:46Z
@shemgawdenttrendydancehall8027,Tuff,2024-04-22T17:48:44Z
@K-RAMJI,"Is that ALIOTH from LOKI at <a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=111"">1:51</a> ?",2024-04-22T17:48:29Z
@joelvaldez8688,The last Disney movie I&#39;ll ever see in theaters.,2024-04-22T17:48:26Z
@talaris-uk,Hugh Jackman still bringing out those guns 💪,2024-04-22T17:48:25Z
@wolfpupo,Yeahhhhhh,2024-04-22T17:48:22Z
@grd2216,What&#39;s doctor strange&#39;s portal doing there? 😯😯,2024-04-22T17:48:17Z
@soupstewart,Girl. Was that a doctor strange portal. Im going to kill myself if it was.,2024-04-22T17:48:04Z
@rapperaslam,LET&#39;S FUGGIN GO !!,2024-04-22T17:47:42Z
@mbnarch,Only thing that can save marvel right now. A superhero movie saving a studio that overdid superhero movies and tanked results lol,2024-04-22T17:47:38Z
@wyattcoe8825,"There&#39;s nothing like coming together <a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a>",2024-04-22T17:47:36Z
@PETERFROMCALI,🔥🔥🔥,2024-04-22T17:47:32Z
@generalpluto369,"Finally another good marvel movie, been a hot minute",2024-04-22T17:47:29Z
@marvelultraganghighsociety6415,Glad they not doing coke on camera in this movie that&#39;s smart,2024-04-22T17:47:20Z
@luiskamusalegremel3207,"Where were logan in minute <a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=48"">0:48</a>",2024-04-22T17:46:59Z
@Skeeeewoah,Grado?,2024-04-22T17:46:57Z
@justinoverall2763,Dead ☠️Pool and Wolverine 👊🏽 Is Going To Be Freaking Gold 🏆,2024-04-22T17:46:53Z
@rajanbhateja6844,Let&#39;s f***ing go!!!,2024-04-22T17:46:51Z
@Maz-Media,People who just wanna see this MOVIE<br>👇,2024-04-22T17:46:44Z
@Gwilherm,I would have loved to see wolverine with his mask,2024-04-22T17:46:39Z
@ili1942,This film will save the MCU!,2024-04-22T17:46:37Z
@philipwardlow,What kind of metal is Deadpool&#39;s swords made of  that can&#39;t be cut by Wolverines claws in this video?,2024-04-22T17:46:34Z
@paulycarps,Marvel gonna rob us again in July 26,2024-04-22T17:46:25Z
@KrizNair,Is that Antman&#39;s corpse? 😮,2024-04-22T17:46:15Z
@patrik9328,Finally Marvel is doing a good movie for a long time<br>Did Wolverine stab Deadpool in a crotch?? Ouch,2024-04-22T17:46:13Z
@tvbox7634,"Bestiam Glorificatum.<br>Laudatur Tenebrae.",2024-04-22T17:46:10Z
@spidygamerpro5193,Most Awaited Trailer for Marvel Fan,2024-04-22T17:46:09Z
@lipuhasan8909,<b>LETS F*KING GO</b>,2024-04-22T17:46:06Z
@zahidsalam9013,Authentication failed,2024-04-22T17:45:50Z
@NickRHT,That&#39;s probably the mcu portal they are jumping into.,2024-04-22T17:45:45Z
@jordonwood-13,"<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=34"">0:34</a> That&#39;s the 20th Century Fox Logo.",2024-04-22T17:45:30Z
@tonywilt4179,"Lady Deathstrike and Azazel confirmed <a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=111"">01:51</a>",2024-04-22T17:45:25Z
@sankarjyotibora1539,I hope they don&#39;t censor anything here in my country 😞,2024-04-22T17:44:58Z
@JordanJapan,This might be the best MCU trailer yet and there have been some really good ones.,2024-04-22T17:44:56Z
@Spongebob_movie_critic,Amen.,2024-04-22T17:44:54Z
@samations123,"I only got 3 words to say, Let’s F*ucking Go!",2024-04-22T17:44:44Z
@raphses6871,"<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=52"">0:52</a> So this is where Tom wound up after becoming CEO of Waystar.",2024-04-22T17:44:34Z
@CBGBBB,Best movie of 2024 right here!!!,2024-04-22T17:44:08Z
@dhedhoo,Is that allioth from loki?,2024-04-22T17:43:49Z
@bishopdent,&#39;Can&#39;t Wait!,2024-04-22T17:43:45Z
@zewelanjimutembo3659,My two favorite comic heroes in one movie 🤧,2024-04-22T17:43:38Z
@user-nh1lp2td7c,Doctor strange?!,2024-04-22T17:43:35Z
@TheMasterfulEmerld,"<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=80"">1:20</a> I understood that reference",2024-04-22T17:42:57Z
@keyurlad6887,Marvel hanging on thread and Deadpool saves it ❤,2024-04-22T17:42:43Z
@Rayza82,Is this real?,2024-04-22T17:42:27Z
@courtneyamos6526,I AM SO EXCITED,2024-04-22T17:42:25Z
@DisneyXDOmniverse,"Important tidbits: <b>Hugh Jackman</b> is the co-creator of Vinland Saga, Viking Skool, Generator Rex and She-Ra and the Princesses of Power, he previously directed the animated film, The Secret of Kells, Wolfwalkers, Shark Tale and Flushed Away. It is also the creator of Victor and Vanquished DLC for Age of Empires 2: Definitive Edition.<br><br>And now Hugh Jackman is directing Grendizer U!!",2024-04-22T17:42:19Z
@jordonwood-13,I heard Jennifer Garner is reprising Elektra which has been 19 years since she last played her.,2024-04-22T17:42:16Z
@KKRR777,is that the ancient one?,2024-04-22T17:42:12Z
@wutsittoya,Hugh still got it. idk why I even wondered if he would of not,2024-04-22T17:42:10Z
@johnsheppard8684,I don&#39;t think i have ever been this hyped for a film. I can&#39;t wait. Happy Monday in April to you.,2024-04-22T17:42:10Z
@zappasmoustache23,Nothing says wolverine and deadpool like a bloody Madonna song. You’d think metal never existed.,2024-04-22T17:42:00Z
@TheMasterfulEmerld,Do you wanna built a snowman 🤣🤣🤣,2024-04-22T17:41:58Z
@jbrnsek,Looks like it&#39;ll be a fun movie :D,2024-04-22T17:41:58Z
@absolutegaming6170,Dr STRANGE fans from India🇮🇳❤️‍🔥,2024-04-22T17:41:48Z
@Eysc,"White girl interrupted<br>Disco dust<br>Snowboarding<br>Bolivian marching powder <br>Forrest Bump<br>Build a Snowman",2024-04-22T17:41:41Z
@RRgaming971,Is that ant man&#39;s head??,2024-04-22T17:41:40Z
@RichardVincent-go4el,"Looks Like A Billion Dollar Movie, Gonna Smash Box Office",2024-04-22T17:41:30Z
@TribulationGuild,Liefeld&#39;s &quot;Just Feet&quot;.<br><br>10/10,2024-04-22T17:41:28Z
@jacksondavis6327,Did anyone notice that when they were jumping out of antmans skull you could see his suit wrapped around the ground,2024-04-22T17:41:27Z
@user-yl5oq8gr1j,Your may not be hero but you have to become hero Logan,2024-04-22T17:41:25Z
@Artemis-A24,I’m excited beyond words for this film,2024-04-22T17:41:25Z
@patrickspencer6550,"<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=128"">2:08</a> Remember how he did this in Night at the Museum 3? That movie even has the same director as this one!!",2024-04-22T17:41:13Z
@soylentgreendip,"Madonna in a trailer for Deadpool? Should have used Good Times, Bad Times by Zeppelin. I tried it, it&#39;s killer.",2024-04-22T17:40:59Z
@stevencandra8378,This is 10x better than no way home,2024-04-22T17:40:39Z
@huseynmehdiyev604,Wanda where?❤️,2024-04-22T17:40:39Z
@TheyCensorUsHere,"PERUVIAN marching powder NOT BOLIVIAN.<br>Cocaine comes from South America, Not Africa.",2024-04-22T17:40:12Z
@angelotero-ht3qr,That&#39;s very amazing and cool trailer the deadpool y wolverine,2024-04-22T17:40:07Z
@shriyashmangaonkar8542,No pain bruh when the blades were in  🥚🥚,2024-04-22T17:39:32Z
@jordonwood-13,Where&#39;s Wolverine&#39;s mask?,2024-04-22T17:39:26Z
@FifthDream,"Sorcerer? I&#39;m calling Magik. Sorcerer, X-Man, that would be perfect. I hope so, and that they got Anya Taylor-Joy to come back.",2024-04-22T17:39:14Z
@jordonwood-13,"<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=132"">2:12</a> My Spider-Sense tells me that Doctor Strange is gonna make an appearance.",2024-04-22T17:39:04Z
@Tgyourprime,Wolverine age 40 ?  But he&#39;s participate  ww1. 🤔🤔🤔,2024-04-22T17:39:01Z
@Jinks.-,The fact they were able to get Hugh Jackman to wear that suit… 😂,2024-04-22T17:38:59Z
@Cinariety,that wolverine suit is perfect 🤌,2024-04-22T17:38:58Z
@HarshPrakash099,I can bet this will break the record of &#39;Infinity war&#39; definetely.❤,2024-04-22T17:38:48Z
@savitarr1162,rip antman,2024-04-22T17:38:34Z
@BlueRainbowSky66,Something is telling me that this Movie will serve as a Redemption Arc for Wolverine.,2024-04-22T17:38:30Z
@Spotty.Trailers,❤,2024-04-22T17:38:28Z
@triple_A_rockhound,"👀<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=112"">1:52</a>",2024-04-22T17:38:16Z
@IRMentat,"Fun trailer, enough (hopefully practical) FX and the core cast have the right kind of chemistry (blood and white powder, or the implication thereof). What it&#39;s missing so far is the Adamantium blades and dual swords doing more than poking actions, i want to see bits missing off the maniacs mauled by the duo. <br>DON&#39;T screw this franchise up marvel/disney, i&#39;m already sick of the bait n switches, MASSIVE jump off a cliff in quality/writing/overarching-plot and the forced introduction of failed-run characters in famous/popular characters&#39; movies/shows/storylines for that new person to steal all the limelight and kill-steal the final encounter. <br><br>NO LAST MINUTE ROSTER SWAPS in the final act.",2024-04-22T17:38:03Z
@Eagerwerewolf,This is a Wolverine trailer,2024-04-22T17:37:48Z
@jordonwood-13,"<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=111"">1:51</a> That&#39;s Ant-Man&#39;s helmet.",2024-04-22T17:37:37Z
@AnyPerson-my8pe,The sole reason for Ryan. :),2024-04-22T17:37:34Z
@weather067,IM CREAMING MY PANTS RIGHT NOWWWW,2024-04-22T17:37:19Z
@ShortyDFX,is that Gateway with the portal at the end? can&#39;t wait to see who plays him,2024-04-22T17:37:17Z
@HarshPrakash099,&quot;Literally i have been watched this trailer more than 4 times.&quot;,2024-04-22T17:37:14Z
@OleafTheRebel,This actually seems refreshing for once. MCU has been so stale for a while but this gives me the feeling I had throughout phases 1-3,2024-04-22T17:37:05Z
@Skelovane,Only took 24 years for him to finally wear the suit...,2024-04-22T17:37:03Z
@AmitJoshi1996,Didn&#39;t know I needed a Canadian rage monster and a chatty mercenary on a team until now. This looks EPIC.,2024-04-22T17:36:56Z
@imrd25,Why is this trailer uploaded in cw level quality?,2024-04-22T17:36:53Z
@green4373,"&quot;I&#39;m soaking wet right now&quot; me too Deadpool, me too",2024-04-22T17:36:43Z
@gibralterhemingway,The giant Ant-Man skull 😮😮,2024-04-22T17:36:40Z
@peterf180,"“You were an X-Man, you were THE X-Man!” This gave me chills",2024-04-22T17:36:39Z
@jesus2260,Peak cinema,2024-04-22T17:36:24Z
@honourdc859,"<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=133"">2:13</a> what the f...",2024-04-22T17:36:00Z
@DaKiddEsco,LMFAOOO,2024-04-22T17:35:58Z
@HarshPrakash099,Greatest comeback of marvel 🔥👇,2024-04-22T17:35:59Z
@christodesclux5863,What a time to be alive. Lets enjoy this once in a lifetime movie for those who don&#39;t get to see this masterpiece! Super excited for July 26th!,2024-04-22T17:35:53Z
@starsnoireart,I’m surprised Jackman is reprising the role. I thought they would have considered a younger actor.,2024-04-22T17:35:51Z
@Pulpos999,&quot;Im soaking wet right now&quot;<br>Arent we all 😂,2024-04-22T17:35:50Z
